id,domain,topic,question_type,difficulty,question,question_en,question_fr,question_ar,question_de,question_pt,question_es,languages
Q3487,philosophy,moral responsibility,principles,medium,What are the main causes or principles behind moral responsibility?,What are the main causes or principles behind moral responsibility?,Quels sont les principaux principes ou causes derrière la responsabilité morale ?,ما المبادئ أو الأسباب الرئيسية وراء المسؤولية الأخلاقية؟,Was sind die wichtigsten Ursachen oder Prinzipien hinter moralische Verantwortung?,Quais são as principais causas ou princípios por trás de responsabilidade moral?,¿Cuáles son las principales causas o principios detrás de responsabilidad moral?,"en,fr,ar,de,pt,es"
Q3488,general knowledge,leadership,principles,medium,What are the main causes or principles behind leadership?,What are the main causes or principles behind leadership?,Quels sont les principaux principes ou causes derrière le leadership ?,ما المبادئ أو الأسباب الرئيسية وراء القيادة؟,Was sind die wichtigsten Ursachen oder Prinzipien hinter Führung?,Quais são as principais causas ou princípios por trás de liderança?,¿Cuáles son las principales causas o principios detrás de liderazgo?,"en,fr,ar,de,pt,es"
Q3489,coding,APIs,history_change,medium,How has APIs changed over time?,How has APIs changed over time?,Comment les API a-t-il évolué au fil du temps ?,كيف تغيّر واجهات برمجة التطبيقات مع مرور الوقت؟,Wie hat sich APIs im Laufe der Zeit verändert?,Como APIs mudou ao longo do tempo?,¿Cómo ha cambiado API con el tiempo?,"en,fr,ar,de,pt,es"
Q3490,mathematics,matrices,history_change,medium,How has matrices changed over time?,How has matrices changed over time?,Comment les matrices a-t-il évolué au fil du temps ?,كيف تغيّر المصفوفات مع مرور الوقت؟,Wie hat sich Matrizen im Laufe der Zeit verändert?,Como matrizes mudou ao longo do tempo?,¿Cómo ha cambiado matrices con el tiempo?,"en,fr,ar,de,pt,es"
Q3491,science,weather,history_change,medium,How has weather changed over time?,How has weather changed over time?,Comment la météo a-t-il évolué au fil du temps ?,كيف تغيّر الطقس مع مرور الوقت؟,Wie hat sich Wetter im Laufe der Zeit verändert?,Como clima mudou ao longo do tempo?,¿Cómo ha cambiado tiempo atmosférico con el tiempo?,"en,fr,ar,de,pt,es"
Q3492,history,decolonization,history_change,medium,How has decolonization changed over time?,How has decolonization changed over time?,Comment la décolonisation a-t-il évolué au fil du temps ?,كيف تغيّر إنهاء الاستعمار مع مرور الوقت؟,Wie hat sich Dekolonisierung im Laufe der Zeit verändert?,Como descolonização mudou ao longo do tempo?,¿Cómo ha cambiado descolonización con el tiempo?,"en,fr,ar,de,pt,es"
Q3493,philosophy,moral responsibility,history_change,medium,How has moral responsibility changed over time?,How has moral responsibility changed over time?,Comment la responsabilité morale a-t-il évolué au fil du temps ?,كيف تغيّر المسؤولية الأخلاقية مع مرور الوقت؟,Wie hat sich moralische Verantwortung im Laufe der Zeit verändert?,Como responsabilidade moral mudou ao longo do tempo?,¿Cómo ha cambiado responsabilidad moral con el tiempo?,"en,fr,ar,de,pt,es"
Q3494,general knowledge,leadership,history_change,medium,How has leadership changed over time?,How has leadership changed over time?,Comment le leadership a-t-il évolué au fil du temps ?,كيف تغيّر القيادة مع مرور الوقت؟,Wie hat sich Führung im Laufe der Zeit verändert?,Como liderança mudou ao longo do tempo?,¿Cómo ha cambiado liderazgo con el tiempo?,"en,fr,ar,de,pt,es"
Q3495,coding,APIs,expert_importance,medium,Why do experts in coding care about APIs?,Why do experts in coding care about APIs?,Pourquoi les experts en programmation s’intéressent-ils à les API ?,لماذا يهتم خبراء البرمجة بـ واجهات برمجة التطبيقات؟,Warum interessieren sich Experten für Programmierung für APIs?,Por que especialistas em programação se importam com APIs?,¿Por qué los expertos en programación se interesan por API?,"en,fr,ar,de,pt,es"
Q3496,mathematics,matrices,expert_importance,medium,Why do experts in mathematics care about matrices?,Why do experts in mathematics care about matrices?,Pourquoi les experts en mathématiques s’intéressent-ils à les matrices ?,لماذا يهتم خبراء الرياضيات بـ المصفوفات؟,Warum interessieren sich Experten für Mathematik für Matrizen?,Por que especialistas em matemática se importam com matrizes?,¿Por qué los expertos en matemáticas se interesan por matrices?,"en,fr,ar,de,pt,es"
Q3497,science,weather,expert_importance,medium,Why do experts in science care about weather?,Why do experts in science care about weather?,Pourquoi les experts en sciences s’intéressent-ils à la météo ?,لماذا يهتم خبراء العلوم بـ الطقس؟,Warum interessieren sich Experten für Naturwissenschaften für Wetter?,Por que especialistas em ciências se importam com clima?,¿Por qué los expertos en ciencias se interesan por tiempo atmosférico?,"en,fr,ar,de,pt,es"
Q3498,history,decolonization,expert_importance,medium,Why do experts in history care about decolonization?,Why do experts in history care about decolonization?,Pourquoi les experts en histoire s’intéressent-ils à la décolonisation ?,لماذا يهتم خبراء التاريخ بـ إنهاء الاستعمار؟,Warum interessieren sich Experten für Geschichte für Dekolonisierung?,Por que especialistas em história se importam com descolonização?,¿Por qué los expertos en historia se interesan por descolonización?,"en,fr,ar,de,pt,es"
Q3499,philosophy,moral responsibility,expert_importance,medium,Why do experts in philosophy care about moral responsibility?,Why do experts in philosophy care about moral responsibility?,Pourquoi les experts en philosophie s’intéressent-ils à la responsabilité morale ?,لماذا يهتم خبراء الفلسفة بـ المسؤولية الأخلاقية؟,Warum interessieren sich Experten für Philosophie für moralische Verantwortung?,Por que especialistas em filosofia se importam com responsabilidade moral?,¿Por qué los expertos en filosofía se interesan por responsabilidad moral?,"en,fr,ar,de,pt,es"
Q3500,general knowledge,leadership,expert_importance,medium,Why do experts in general knowledge care about leadership?,Why do experts in general knowledge care about leadership?,Pourquoi les experts en culture générale s’intéressent-ils à le leadership ?,لماذا يهتم خبراء الثقافة العامة بـ القيادة؟,Warum interessieren sich Experten für Allgemeinwissen für Führung?,Por que especialistas em conhecimentos gerais se importam com liderança?,¿Por qué los expertos en cultura general se interesan por liderazgo?,"en,fr,ar,de,pt,es"
Q3501,coding,APIs,case_study,hard,Analyze a case study where APIs played an important role.,Analyze a case study where APIs played an important role.,Analyse une étude de cas où les API a joué un rôle important.,حلّل دراسة حالة لعب فيها واجهات برمجة التطبيقات دورًا مهمًا.,"Analysiere eine Fallstudie, in der APIs eine wichtige Rolle gespielt hat.",Analise um estudo de caso em que APIs teve um papel importante.,Analiza un caso en el que API desempeñó un papel importante.,"en,fr,ar,de,pt,es"
Q3502,mathematics,matrices,case_study,hard,Analyze a case study where matrices played an important role.,Analyze a case study where matrices played an important role.,Analyse une étude de cas où les matrices a joué un rôle important.,حلّل دراسة حالة لعب فيها المصفوفات دورًا مهمًا.,"Analysiere eine Fallstudie, in der Matrizen eine wichtige Rolle gespielt hat.",Analise um estudo de caso em que matrizes teve um papel importante.,Analiza un caso en el que matrices desempeñó un papel importante.,"en,fr,ar,de,pt,es"
Q3503,science,weather,case_study,hard,Analyze a case study where weather played an important role.,Analyze a case study where weather played an important role.,Analyse une étude de cas où la météo a joué un rôle important.,حلّل دراسة حالة لعب فيها الطقس دورًا مهمًا.,"Analysiere eine Fallstudie, in der Wetter eine wichtige Rolle gespielt hat.",Analise um estudo de caso em que clima teve um papel importante.,Analiza un caso en el que tiempo atmosférico desempeñó un papel importante.,"en,fr,ar,de,pt,es"
Q3504,history,decolonization,case_study,hard,Analyze a case study where decolonization played an important role.,Analyze a case study where decolonization played an important role.,Analyse une étude de cas où la décolonisation a joué un rôle important.,حلّل دراسة حالة لعب فيها إنهاء الاستعمار دورًا مهمًا.,"Analysiere eine Fallstudie, in der Dekolonisierung eine wichtige Rolle gespielt hat.",Analise um estudo de caso em que descolonização teve um papel importante.,Analiza un caso en el que descolonización desempeñó un papel importante.,"en,fr,ar,de,pt,es"
Q3505,philosophy,moral responsibility,case_study,hard,Analyze a case study where moral responsibility played an important role.,Analyze a case study where moral responsibility played an important role.,Analyse une étude de cas où la responsabilité morale a joué un rôle important.,حلّل دراسة حالة لعب فيها المسؤولية الأخلاقية دورًا مهمًا.,"Analysiere eine Fallstudie, in der moralische Verantwortung eine wichtige Rolle gespielt hat.",Analise um estudo de caso em que responsabilidade moral teve um papel importante.,Analiza un caso en el que responsabilidad moral desempeñó un papel importante.,"en,fr,ar,de,pt,es"
Q3506,general knowledge,leadership,case_study,hard,Analyze a case study where leadership played an important role.,Analyze a case study where leadership played an important role.,Analyse une étude de cas où le leadership a joué un rôle important.,حلّل دراسة حالة لعب فيها القيادة دورًا مهمًا.,"Analysiere eine Fallstudie, in der Führung eine wichtige Rolle gespielt hat.",Analise um estudo de caso em que liderança teve um papel importante.,Analiza un caso en el que liderazgo desempeñó un papel importante.,"en,fr,ar,de,pt,es"
Q3507,coding,APIs,problem_solution,hard,Design a solution to a problem where understanding APIs is necessary.,Design a solution to a problem where understanding APIs is necessary.,Conçois une solution à un problème où la compréhension de les API est nécessaire.,صمّم حلًا لمشكلة يكون فيها فهم واجهات برمجة التطبيقات ضروريًا.,"Entwirf eine Lösung für ein Problem, bei dem das Verständnis von APIs notwendig ist.",Projete uma solução para um problema em que entender APIs é necessário.,Diseña una solución para un problema donde comprender API sea necesario.,"en,fr,ar,de,pt,es"
Q3508,mathematics,matrices,problem_solution,hard,Design a solution to a problem where understanding matrices is necessary.,Design a solution to a problem where understanding matrices is necessary.,Conçois une solution à un problème où la compréhension de les matrices est nécessaire.,صمّم حلًا لمشكلة يكون فيها فهم المصفوفات ضروريًا.,"Entwirf eine Lösung für ein Problem, bei dem das Verständnis von Matrizen notwendig ist.",Projete uma solução para um problema em que entender matrizes é necessário.,Diseña una solución para un problema donde comprender matrices sea necesario.,"en,fr,ar,de,pt,es"
Q3509,science,weather,problem_solution,hard,Design a solution to a problem where understanding weather is necessary.,Design a solution to a problem where understanding weather is necessary.,Conçois une solution à un problème où la compréhension de la météo est nécessaire.,صمّم حلًا لمشكلة يكون فيها فهم الطقس ضروريًا.,"Entwirf eine Lösung für ein Problem, bei dem das Verständnis von Wetter notwendig ist.",Projete uma solução para um problema em que entender clima é necessário.,Diseña una solución para un problema donde comprender tiempo atmosférico sea necesario.,"en,fr,ar,de,pt,es"
Q3510,history,decolonization,problem_solution,hard,Design a solution to a problem where understanding decolonization is necessary.,Design a solution to a problem where understanding decolonization is necessary.,Conçois une solution à un problème où la compréhension de la décolonisation est nécessaire.,صمّم حلًا لمشكلة يكون فيها فهم إنهاء الاستعمار ضروريًا.,"Entwirf eine Lösung für ein Problem, bei dem das Verständnis von Dekolonisierung notwendig ist.",Projete uma solução para um problema em que entender descolonização é necessário.,Diseña una solución para un problema donde comprender descolonización sea necesario.,"en,fr,ar,de,pt,es"
Q3511,philosophy,moral responsibility,problem_solution,hard,Design a solution to a problem where understanding moral responsibility is necessary.,Design a solution to a problem where understanding moral responsibility is necessary.,Conçois une solution à un problème où la compréhension de la responsabilité morale est nécessaire.,صمّم حلًا لمشكلة يكون فيها فهم المسؤولية الأخلاقية ضروريًا.,"Entwirf eine Lösung für ein Problem, bei dem das Verständnis von moralische Verantwortung notwendig ist.",Projete uma solução para um problema em que entender responsabilidade moral é necessário.,Diseña una solución para un problema donde comprender responsabilidad moral sea necesario.,"en,fr,ar,de,pt,es"
Q3512,general knowledge,leadership,problem_solution,hard,Design a solution to a problem where understanding leadership is necessary.,Design a solution to a problem where understanding leadership is necessary.,Conçois une solution à un problème où la compréhension de le leadership est nécessaire.,صمّم حلًا لمشكلة يكون فيها فهم القيادة ضروريًا.,"Entwirf eine Lösung für ein Problem, bei dem das Verständnis von Führung notwendig ist.",Projete uma solução para um problema em que entender liderança é necessário.,Diseña una solución para un problema donde comprender liderazgo sea necesario.,"en,fr,ar,de,pt,es"
Q3513,coding,APIs,evaluate_claim,hard,Evaluate the claim: “APIs is essential for understanding coding.”,Evaluate the claim: “APIs is essential for understanding coding.”,Évalue l’affirmation : « les API est essentiel pour comprendre programmation. »,قيّم العبارة: «واجهات برمجة التطبيقات ضروري لفهم البرمجة.»,"Bewerte die Aussage: „APIs ist wesentlich, um Programmierung zu verstehen.“",Avalie a afirmação: “APIs é essencial para entender programação.”,Evalúa la afirmación: «API es esencial para comprender programación».,"en,fr,ar,de,pt,es"
Q3514,mathematics,matrices,evaluate_claim,hard,Evaluate the claim: “matrices is essential for understanding mathematics.”,Evaluate the claim: “matrices is essential for understanding mathematics.”,Évalue l’affirmation : « les matrices est essentiel pour comprendre mathématiques. »,قيّم العبارة: «المصفوفات ضروري لفهم الرياضيات.»,"Bewerte die Aussage: „Matrizen ist wesentlich, um Mathematik zu verstehen.“",Avalie a afirmação: “matrizes é essencial para entender matemática.”,Evalúa la afirmación: «matrices es esencial para comprender matemáticas».,"en,fr,ar,de,pt,es"
Q3515,science,weather,evaluate_claim,hard,Evaluate the claim: “weather is essential for understanding science.”,Evaluate the claim: “weather is essential for understanding science.”,Évalue l’affirmation : « la météo est essentiel pour comprendre sciences. »,قيّم العبارة: «الطقس ضروري لفهم العلوم.»,"Bewerte die Aussage: „Wetter ist wesentlich, um Naturwissenschaften zu verstehen.“",Avalie a afirmação: “clima é essencial para entender ciências.”,Evalúa la afirmación: «tiempo atmosférico es esencial para comprender ciencias».,"en,fr,ar,de,pt,es"
Q3516,history,decolonization,evaluate_claim,hard,Evaluate the claim: “decolonization is essential for understanding history.”,Evaluate the claim: “decolonization is essential for understanding history.”,Évalue l’affirmation : « la décolonisation est essentiel pour comprendre histoire. »,قيّم العبارة: «إنهاء الاستعمار ضروري لفهم التاريخ.»,"Bewerte die Aussage: „Dekolonisierung ist wesentlich, um Geschichte zu verstehen.“",Avalie a afirmação: “descolonização é essencial para entender história.”,Evalúa la afirmación: «descolonización es esencial para comprender historia».,"en,fr,ar,de,pt,es"
Q3517,philosophy,moral responsibility,evaluate_claim,hard,Evaluate the claim: “moral responsibility is essential for understanding philosophy.”,Evaluate the claim: “moral responsibility is essential for understanding philosophy.”,Évalue l’affirmation : « la responsabilité morale est essentiel pour comprendre philosophie. »,قيّم العبارة: «المسؤولية الأخلاقية ضروري لفهم الفلسفة.»,"Bewerte die Aussage: „moralische Verantwortung ist wesentlich, um Philosophie zu verstehen.“",Avalie a afirmação: “responsabilidade moral é essencial para entender filosofia.”,Evalúa la afirmación: «responsabilidad moral es esencial para comprender filosofía».,"en,fr,ar,de,pt,es"
Q3518,general knowledge,leadership,evaluate_claim,hard,Evaluate the claim: “leadership is essential for understanding general knowledge.”,Evaluate the claim: “leadership is essential for understanding general knowledge.”,Évalue l’affirmation : « le leadership est essentiel pour comprendre culture générale. »,قيّم العبارة: «القيادة ضروري لفهم الثقافة العامة.»,"Bewerte die Aussage: „Führung ist wesentlich, um Allgemeinwissen zu verstehen.“",Avalie a afirmação: “liderança é essencial para entender conhecimentos gerais.”,Evalúa la afirmación: «liderazgo es esencial para comprender cultura general».,"en,fr,ar,de,pt,es"
Q3519,coding,APIs,teach_activity,medium,Create a short classroom activity that teaches APIs.,Create a short classroom activity that teaches APIs.,Crée une courte activité en classe pour enseigner les API.,أنشئ نشاطًا قصيرًا في الفصل لتعليم واجهات برمجة التطبيقات.,"Erstelle eine kurze Unterrichtsaktivität, die APIs vermittelt.",Crie uma breve atividade de sala de aula para ensinar APIs.,Crea una actividad breve de clase para enseñar API.,"en,fr,ar,de,pt,es"
Q3520,mathematics,matrices,teach_activity,medium,Create a short classroom activity that teaches matrices.,Create a short classroom activity that teaches matrices.,Crée une courte activité en classe pour enseigner les matrices.,أنشئ نشاطًا قصيرًا في الفصل لتعليم المصفوفات.,"Erstelle eine kurze Unterrichtsaktivität, die Matrizen vermittelt.",Crie uma breve atividade de sala de aula para ensinar matrizes.,Crea una actividad breve de clase para enseñar matrices.,"en,fr,ar,de,pt,es"
Q3521,science,weather,teach_activity,medium,Create a short classroom activity that teaches weather.,Create a short classroom activity that teaches weather.,Crée une courte activité en classe pour enseigner la météo.,أنشئ نشاطًا قصيرًا في الفصل لتعليم الطقس.,"Erstelle eine kurze Unterrichtsaktivität, die Wetter vermittelt.",Crie uma breve atividade de sala de aula para ensinar clima.,Crea una actividad breve de clase para enseñar tiempo atmosférico.,"en,fr,ar,de,pt,es"
Q3522,history,decolonization,teach_activity,medium,Create a short classroom activity that teaches decolonization.,Create a short classroom activity that teaches decolonization.,Crée une courte activité en classe pour enseigner la décolonisation.,أنشئ نشاطًا قصيرًا في الفصل لتعليم إنهاء الاستعمار.,"Erstelle eine kurze Unterrichtsaktivität, die Dekolonisierung vermittelt.",Crie uma breve atividade de sala de aula para ensinar descolonização.,Crea una actividad breve de clase para enseñar descolonización.,"en,fr,ar,de,pt,es"
Q3523,philosophy,moral responsibility,teach_activity,medium,Create a short classroom activity that teaches moral responsibility.,Create a short classroom activity that teaches moral responsibility.,Crée une courte activité en classe pour enseigner la responsabilité morale.,أنشئ نشاطًا قصيرًا في الفصل لتعليم المسؤولية الأخلاقية.,"Erstelle eine kurze Unterrichtsaktivität, die moralische Verantwortung vermittelt.",Crie uma breve atividade de sala de aula para ensinar responsabilidade moral.,Crea una actividad breve de clase para enseñar responsabilidad moral.,"en,fr,ar,de,pt,es"
Q3524,general knowledge,leadership,teach_activity,medium,Create a short classroom activity that teaches leadership.,Create a short classroom activity that teaches leadership.,Crée une courte activité en classe pour enseigner le leadership.,أنشئ نشاطًا قصيرًا في الفصل لتعليم القيادة.,"Erstelle eine kurze Unterrichtsaktivität, die Führung vermittelt.",Crie uma breve atividade de sala de aula para ensinar liderança.,Crea una actividad breve de clase para enseñar liderazgo.,"en,fr,ar,de,pt,es"
Q3525,coding,APIs,real_world_application,medium,How can APIs be applied to solve a real-world problem?,How can APIs be applied to solve a real-world problem?,Comment les API peut-il être appliqué pour résoudre un problème réel ?,كيف يمكن تطبيق واجهات برمجة التطبيقات لحل مشكلة واقعية؟,"Wie kann APIs angewendet werden, um ein reales Problem zu lösen?",Como APIs pode ser aplicado para resolver um problema do mundo real?,¿Cómo se puede aplicar API para resolver un problema real?,"en,fr,ar,de,pt,es"
Q3526,mathematics,matrices,real_world_application,medium,How can matrices be applied to solve a real-world problem?,How can matrices be applied to solve a real-world problem?,Comment les matrices peut-il être appliqué pour résoudre un problème réel ?,كيف يمكن تطبيق المصفوفات لحل مشكلة واقعية؟,"Wie kann Matrizen angewendet werden, um ein reales Problem zu lösen?",Como matrizes pode ser aplicado para resolver um problema do mundo real?,¿Cómo se puede aplicar matrices para resolver un problema real?,"en,fr,ar,de,pt,es"
Q3527,science,weather,real_world_application,medium,How can weather be applied to solve a real-world problem?,How can weather be applied to solve a real-world problem?,Comment la météo peut-il être appliqué pour résoudre un problème réel ?,كيف يمكن تطبيق الطقس لحل مشكلة واقعية؟,"Wie kann Wetter angewendet werden, um ein reales Problem zu lösen?",Como clima pode ser aplicado para resolver um problema do mundo real?,¿Cómo se puede aplicar tiempo atmosférico para resolver un problema real?,"en,fr,ar,de,pt,es"
Q3528,history,decolonization,real_world_application,medium,How can decolonization be applied to solve a real-world problem?,How can decolonization be applied to solve a real-world problem?,Comment la décolonisation peut-il être appliqué pour résoudre un problème réel ?,كيف يمكن تطبيق إنهاء الاستعمار لحل مشكلة واقعية؟,"Wie kann Dekolonisierung angewendet werden, um ein reales Problem zu lösen?",Como descolonização pode ser aplicado para resolver um problema do mundo real?,¿Cómo se puede aplicar descolonización para resolver un problema real?,"en,fr,ar,de,pt,es"
Q3529,philosophy,moral responsibility,real_world_application,medium,How can moral responsibility be applied to solve a real-world problem?,How can moral responsibility be applied to solve a real-world problem?,Comment la responsabilité morale peut-il être appliqué pour résoudre un problème réel ?,كيف يمكن تطبيق المسؤولية الأخلاقية لحل مشكلة واقعية؟,"Wie kann moralische Verantwortung angewendet werden, um ein reales Problem zu lösen?",Como responsabilidade moral pode ser aplicado para resolver um problema do mundo real?,¿Cómo se puede aplicar responsabilidad moral para resolver un problema real?,"en,fr,ar,de,pt,es"
Q3530,general knowledge,leadership,real_world_application,medium,How can leadership be applied to solve a real-world problem?,How can leadership be applied to solve a real-world problem?,Comment le leadership peut-il être appliqué pour résoudre un problème réel ?,كيف يمكن تطبيق القيادة لحل مشكلة واقعية؟,"Wie kann Führung angewendet werden, um ein reales Problem zu lösen?",Como liderança pode ser aplicado para resolver um problema do mundo real?,¿Cómo se puede aplicar liderazgo para resolver un problema real?,"en,fr,ar,de,pt,es"
Q3531,coding,APIs,ethical_question,hard,What ethical questions can arise when people use or study APIs?,What ethical questions can arise when people use or study APIs?,Quelles questions éthiques peuvent apparaître lorsque les gens utilisent ou étudient les API ?,ما الأسئلة الأخلاقية التي قد تظهر عندما يستخدم الناس أو يدرسون واجهات برمجة التطبيقات؟,"Welche ethischen Fragen können entstehen, wenn Menschen APIs nutzen oder untersuchen?",Quais questões éticas podem surgir quando as pessoas usam ou estudam APIs?,¿Qué preguntas éticas pueden surgir cuando las personas usan o estudian API?,"en,fr,ar,de,pt,es"
Q3532,mathematics,matrices,ethical_question,hard,What ethical questions can arise when people use or study matrices?,What ethical questions can arise when people use or study matrices?,Quelles questions éthiques peuvent apparaître lorsque les gens utilisent ou étudient les matrices ?,ما الأسئلة الأخلاقية التي قد تظهر عندما يستخدم الناس أو يدرسون المصفوفات؟,"Welche ethischen Fragen können entstehen, wenn Menschen Matrizen nutzen oder untersuchen?",Quais questões éticas podem surgir quando as pessoas usam ou estudam matrizes?,¿Qué preguntas éticas pueden surgir cuando las personas usan o estudian matrices?,"en,fr,ar,de,pt,es"
Q3533,science,weather,ethical_question,hard,What ethical questions can arise when people use or study weather?,What ethical questions can arise when people use or study weather?,Quelles questions éthiques peuvent apparaître lorsque les gens utilisent ou étudient la météo ?,ما الأسئلة الأخلاقية التي قد تظهر عندما يستخدم الناس أو يدرسون الطقس؟,"Welche ethischen Fragen können entstehen, wenn Menschen Wetter nutzen oder untersuchen?",Quais questões éticas podem surgir quando as pessoas usam ou estudam clima?,¿Qué preguntas éticas pueden surgir cuando las personas usan o estudian tiempo atmosférico?,"en,fr,ar,de,pt,es"
Q3534,history,decolonization,ethical_question,hard,What ethical questions can arise when people use or study decolonization?,What ethical questions can arise when people use or study decolonization?,Quelles questions éthiques peuvent apparaître lorsque les gens utilisent ou étudient la décolonisation ?,ما الأسئلة الأخلاقية التي قد تظهر عندما يستخدم الناس أو يدرسون إنهاء الاستعمار؟,"Welche ethischen Fragen können entstehen, wenn Menschen Dekolonisierung nutzen oder untersuchen?",Quais questões éticas podem surgir quando as pessoas usam ou estudam descolonização?,¿Qué preguntas éticas pueden surgir cuando las personas usan o estudian descolonización?,"en,fr,ar,de,pt,es"
Q3535,philosophy,moral responsibility,ethical_question,hard,What ethical questions can arise when people use or study moral responsibility?,What ethical questions can arise when people use or study moral responsibility?,Quelles questions éthiques peuvent apparaître lorsque les gens utilisent ou étudient la responsabilité morale ?,ما الأسئلة الأخلاقية التي قد تظهر عندما يستخدم الناس أو يدرسون المسؤولية الأخلاقية؟,"Welche ethischen Fragen können entstehen, wenn Menschen moralische Verantwortung nutzen oder untersuchen?",Quais questões éticas podem surgir quando as pessoas usam ou estudam responsabilidade moral?,¿Qué preguntas éticas pueden surgir cuando las personas usan o estudian responsabilidad moral?,"en,fr,ar,de,pt,es"
Q3536,general knowledge,leadership,ethical_question,hard,What ethical questions can arise when people use or study leadership?,What ethical questions can arise when people use or study leadership?,Quelles questions éthiques peuvent apparaître lorsque les gens utilisent ou étudient le leadership ?,ما الأسئلة الأخلاقية التي قد تظهر عندما يستخدم الناس أو يدرسون القيادة؟,"Welche ethischen Fragen können entstehen, wenn Menschen Führung nutzen oder untersuchen?",Quais questões éticas podem surgir quando as pessoas usam ou estudam liderança?,¿Qué preguntas éticas pueden surgir cuando las personas usan o estudian liderazgo?,"en,fr,ar,de,pt,es"
Q3537,coding,APIs,future_prediction,medium,How might APIs develop in the future?,How might APIs develop in the future?,Comment les API pourrait-il évoluer à l’avenir ?,كيف يمكن أن يتطور واجهات برمجة التطبيقات في المستقبل؟,Wie könnte sich APIs in Zukunft entwickeln?,Como APIs pode se desenvolver no futuro?,¿Cómo podría desarrollarse API en el futuro?,"en,fr,ar,de,pt,es"
Q3538,mathematics,matrices,future_prediction,medium,How might matrices develop in the future?,How might matrices develop in the future?,Comment les matrices pourrait-il évoluer à l’avenir ?,كيف يمكن أن يتطور المصفوفات في المستقبل؟,Wie könnte sich Matrizen in Zukunft entwickeln?,Como matrizes pode se desenvolver no futuro?,¿Cómo podría desarrollarse matrices en el futuro?,"en,fr,ar,de,pt,es"
Q3539,science,weather,future_prediction,medium,How might weather develop in the future?,How might weather develop in the future?,Comment la météo pourrait-il évoluer à l’avenir ?,كيف يمكن أن يتطور الطقس في المستقبل؟,Wie könnte sich Wetter in Zukunft entwickeln?,Como clima pode se desenvolver no futuro?,¿Cómo podría desarrollarse tiempo atmosférico en el futuro?,"en,fr,ar,de,pt,es"
Q3540,history,decolonization,future_prediction,medium,How might decolonization develop in the future?,How might decolonization develop in the future?,Comment la décolonisation pourrait-il évoluer à l’avenir ?,كيف يمكن أن يتطور إنهاء الاستعمار في المستقبل؟,Wie könnte sich Dekolonisierung in Zukunft entwickeln?,Como descolonização pode se desenvolver no futuro?,¿Cómo podría desarrollarse descolonización en el futuro?,"en,fr,ar,de,pt,es"
Q3541,philosophy,moral responsibility,future_prediction,medium,How might moral responsibility develop in the future?,How might moral responsibility develop in the future?,Comment la responsabilité morale pourrait-il évoluer à l’avenir ?,كيف يمكن أن يتطور المسؤولية الأخلاقية في المستقبل؟,Wie könnte sich moralische Verantwortung in Zukunft entwickeln?,Como responsabilidade moral pode se desenvolver no futuro?,¿Cómo podría desarrollarse responsabilidad moral en el futuro?,"en,fr,ar,de,pt,es"
Q3542,general knowledge,leadership,future_prediction,medium,How might leadership develop in the future?,How might leadership develop in the future?,Comment le leadership pourrait-il évoluer à l’avenir ?,كيف يمكن أن يتطور القيادة في المستقبل؟,Wie könnte sich Führung in Zukunft entwickeln?,Como liderança pode se desenvolver no futuro?,¿Cómo podría desarrollarse liderazgo en el futuro?,"en,fr,ar,de,pt,es"
Q3543,coding,APIs,quiz_question,easy,Write a simple quiz question that tests understanding of APIs.,Write a simple quiz question that tests understanding of APIs.,Rédige une question de quiz simple qui teste la compréhension de les API.,اكتب سؤال اختبار بسيط يقيس فهم واجهات برمجة التطبيقات.,"Schreibe eine einfache Quizfrage, die das Verständnis von APIs prüft.",Escreva uma pergunta simples de quiz que teste a compreensão de APIs.,Escribe una pregunta sencilla de cuestionario que evalúe la comprensión de API.,"en,fr,ar,de,pt,es"
Q3544,mathematics,matrices,quiz_question,easy,Write a simple quiz question that tests understanding of matrices.,Write a simple quiz question that tests understanding of matrices.,Rédige une question de quiz simple qui teste la compréhension de les matrices.,اكتب سؤال اختبار بسيط يقيس فهم المصفوفات.,"Schreibe eine einfache Quizfrage, die das Verständnis von Matrizen prüft.",Escreva uma pergunta simples de quiz que teste a compreensão de matrizes.,Escribe una pregunta sencilla de cuestionario que evalúe la comprensión de matrices.,"en,fr,ar,de,pt,es"
Q3545,science,weather,quiz_question,easy,Write a simple quiz question that tests understanding of weather.,Write a simple quiz question that tests understanding of weather.,Rédige une question de quiz simple qui teste la compréhension de la météo.,اكتب سؤال اختبار بسيط يقيس فهم الطقس.,"Schreibe eine einfache Quizfrage, die das Verständnis von Wetter prüft.",Escreva uma pergunta simples de quiz que teste a compreensão de clima.,Escribe una pregunta sencilla de cuestionario que evalúe la comprensión de tiempo atmosférico.,"en,fr,ar,de,pt,es"
Q3546,history,decolonization,quiz_question,easy,Write a simple quiz question that tests understanding of decolonization.,Write a simple quiz question that tests understanding of decolonization.,Rédige une question de quiz simple qui teste la compréhension de la décolonisation.,اكتب سؤال اختبار بسيط يقيس فهم إنهاء الاستعمار.,"Schreibe eine einfache Quizfrage, die das Verständnis von Dekolonisierung prüft.",Escreva uma pergunta simples de quiz que teste a compreensão de descolonização.,Escribe una pregunta sencilla de cuestionario que evalúe la comprensión de descolonización.,"en,fr,ar,de,pt,es"
